Date-Time,Close
1999-11-01,60.515625
1999-12-01,62.62655
2000-01-01,64.734375
2000-02-01,62.809375
2000-03-01,60.009375
2000-04-01,65.9875
2000-05-01,63.790625
2000-06-01,62.953125
2000-07-01,63.3203
2000-08-01,62.46875
2000-09-01,66.25
2000-10-01,62.735925
2000-11-01,62.917175
2000-12-01,59.004675000000006
2001-01-01,58.803125
2001-02-01,61.9825
2001-03-01,57.325
2001-04-01,52.8975
2001-05-01,59.0125
2001-06-01,59.307500000000005
2001-07-01,57.582499999999996
2001-08-01,56.8525
2001-09-01,53.3475
2001-10-01,48.2375
2001-11-01,50.2525
2001-12-01,52.792500000000004
2002-01-01,54.1075
2002-02-01,52.9825
2002-03-01,54.385
2002-04-01,54.4925
2002-05-01,52.52
2002-06-01,50.33
2002-07-01,47.0225
2002-08-01,43.4125
2002-09-01,42.86
2002-10-01,41.43
2002-11-01,43.8925
2002-12-01,45.75
2003-01-01,44.3125
2003-02-01,41.837500000000006
2003-03-01,40.67
2003-04-01,41.7075
2003-05-01,44.1275
2003-06-01,46.6725
2003-07-01,47.2775
2003-08-01,47.575
2003-09-01,49.565
2003-10-01,67.51
2003-11-01,70.811
2003-12-01,71.545
2004-01-01,73.915
2004-02-01,75.37
2004-03-01,76.28999999999999
2004-04-01,74.52250000000001
2004-05-01,73.225
2004-06-01,73.585
2004-07-01,74.1725
2004-08-01,72.11
2004-09-01,71.7375
2004-10-01,73.32
2004-11-01,73.2975
2004-12-01,77.5325
2005-01-01,78.13225
2005-02-01,76.45
2005-03-01,77.77000000000001
2005-04-01,74.9375
2005-05-01,73.67750000000001
2005-06-01,76.985
2005-07-01,75.935
2005-08-01,79.11
2005-09-01,77.9825
2005-10-01,78.245
2005-11-01,77.0175
2005-12-01,81.35
2006-01-01,80.7575
2006-02-01,82.1775
2006-03-01,82.7
2006-04-01,83.19749999999999
2006-05-01,83.5375
2006-06-01,82.0675
2006-07-01,81.505
2006-08-01,79.8575
2006-09-01,83.10499999999999
2006-10-01,84.42
2006-11-01,87.19250000000001
2006-12-01,89.3125
2007-01-01,90.255
2007-02-01,92.17750000000001
2007-03-01,89.365
2007-04-01,90.2475
2007-05-01,94.845
2007-06-01,98.3725
2007-07-01,97.625
2007-08-01,95.05
2007-09-01,96.72550000000001
2007-10-01,100.6175
2007-11-01,99.14
2007-12-01,96.16
2008-01-01,94.4725
2008-02-01,90.37375
2008-03-01,86.1575
2008-04-01,88.8225
2008-05-01,92.11500000000001
2008-06-01,90.4975
2008-07-01,83.145
2008-08-01,82.5325
2008-09-01,83.9175
2008-10-01,76.53999999999999
2008-11-01,64.72
2008-12-01,54.705
2009-01-01,61.8925
2009-02-01,55.1675
2009-03-01,47.647499999999994
2009-04-01,54.923
2009-05-01,59.370000000000005
2009-06-01,63.56
2009-07-01,62.504999999999995
2009-08-01,68.0615
2009-09-01,67.7375
2009-10-01,69.793
2009-11-01,70.7025
2009-12-01,75.4425
2010-01-01,77.4825
2010-02-01,74.0925
2010-03-01,76.3575
2010-04-01,80.3875
2010-05-01,82.6125
2010-06-01,73.88499999999999
2010-07-01,70.7225
2010-08-01,77.48
2010-09-01,74.25
2010-10-01,92.219
2010-11-01,95.60249999999999
2010-12-01,97.42750000000001
2011-01-01,101.95
2011-02-01,104.775
2011-03-01,104.7575
2011-04-01,106.7625
2011-05-01,109.78502499999999
2011-06-01,106.182625
2011-07-01,107.91749999999999
2011-08-01,104.185
2011-09-01,97.8445
2011-10-01,89.61500000000001
2011-11-01,99.2345
2011-12-01,101.5175
2012-01-01,103.3975
2012-02-01,108.056
2012-03-01,112.08749999999999
2012-04-01,115.4575
2012-05-01,114.46000000000001
2012-06-01,104.1025
2012-07-01,110.8565
2012-08-01,111.27250000000001
2012-09-01,114.2825
2012-10-01,116.88300000000001
2012-11-01,114.81
2012-12-01,113.645
2013-01-01,117.2325
2013-02-01,121.2585
2013-03-01,121.78200000000001
2013-04-01,125.01400000000001
2013-05-01,126.7775
2013-06-01,132.05225000000002
2013-07-01,129.953
2013-08-01,137.3075
2013-09-01,132.54000000000002
2013-10-01,137.2175
2013-11-01,161.935
2013-12-01,166.36
2014-01-01,169.4975
2014-02-01,161.0516
2014-03-01,170.9932
2014-04-01,173.20749999999998
2014-05-01,171.9375
2014-06-01,175.875
2014-07-01,180.499975
2014-08-01,176.14
2014-09-01,183.97500000000002
2014-10-01,178.5
2014-11-01,185.64
2014-12-01,189.53
2015-01-01,189.16750000000002
2015-02-01,185.885
2015-03-01,196.5325
2015-04-01,190.5825
2015-05-01,195.09
2015-06-01,196.4775
2015-07-01,193.0575
2015-08-01,194.83249999999998
2015-09-01,177.53500000000003
2015-10-01,178.04500000000002
2015-11-01,195.74
2015-12-01,196.4275
2016-01-01,187.23000000000002
2016-02-01,179.385
2016-03-01,183.14000000000001
2016-04-01,191.78
2016-05-01,191.655
2016-06-01,193.9925
2016-07-01,193.2425
2016-08-01,200.88
2016-09-01,201.7025
2016-10-01,201.265
2016-11-01,197.0075
2016-12-01,204.965
2017-01-01,210.880875
2017-02-01,214.3225
2017-03-01,225.85
2017-04-01,222.5575
2017-05-01,226.71
2017-06-01,231.1125
2017-07-01,229.9275
2017-08-01,236.0225
2017-09-01,237.26749999999998
2017-10-01,241.35000000000002
2017-11-01,248.0975
2017-12-01,254.85250000000002
2018-01-01,259.72
2018-02-01,273.0325
2018-03-01,260.4125
2018-04-01,249.8775
2018-05-01,257.23
2018-06-01,267.015
2018-07-01,265.3
2018-08-01,273.6375
2018-09-01,283.4075
2018-10-01,285.345
2018-11-01,267.6425
2018-12-01,271.77
2019-01-01,243.5775
2019-02-01,263.33
2019-03-01,274.1925
2019-04-01,279.3875
2019-05-01,285.0625
2019-06-01,265.82
2019-07-01,287.89250000000004
2019-08-01,287.52
2019-09-01,282.23
2019-10-01,284.655
2019-11-01,297.5875
2019-12-01,303.505
2020-01-01,316.4275
2020-02-01,316.5475
2020-03-01,302.01
2020-04-01,241.85
2020-05-01,278.7525
2020-06-01,303.3725
2020-07-01,312.225
2020-08-01,330.565
2020-09-01,357.48875
2020-10-01,341.07
2020-11-01,331.86
2020-12-01,370.52625
2021-01-01,376.03499999999997
2021-02-01,385.8875
2021-03-01,397.6525
2021-04-01,405.77750000000003
2021-05-01,299.435
2021-06-01,301.1975
2021-07-01,307.22
2021-08-01,311.3425
2021-09-01,320.095
2021-10-01,308.2925
2021-11-01,325.7025
2021-12-01,316.15250000000003
2022-01-01,336.0775
2022-02-01,319.7975
2022-03-01,302.83500000000004
2022-04-01,318.23
2022-05-01,293.7975
2022-06-01,290.35249999999996
2022-07-01,271.52
2022-08-01,291.23
2022-09-01,280.99
2022-10-01,260.1975
2022-11-01,276.8
2022-12-01,292.875
2023-01-01,275.695
2023-02-01,293.8725
2023-03-01,282.2975
2023-04-01,293.0675
2023-05-01,296.3875
2023-06-01,297.93
2023-07-01,312.5375
2023-08-01,322.0475
2023-09-01,317.52750000000003
2023-10-01,301.625
2023-11-01,298.795
2023-12-01,325.1075
2024-01-01,335.47249999999997
2024-02-01,346.12
